doi;coo_authors;num_authors;num_citation;num_institution;date;
10.1145/3055399.3055427;Yannai A. Gonczarowski, Noam Nisan,;2;4;3;2021-01-01;
10.1145/2933057.2933120;Armando Castañeda, Yannai A. Gonczarowski, Yoram Moses,;3;5;3;2016-07-25;
10.1137/1.9781611973730.68;Yannai A. Gonczarowski, Noam Nisan, Rafail Ostrovsky, Will Rosenbaum,;4;14;2;2015-01-01;
10.1145/2600057.2602840;Yannai A. Gonczarowski,;1;2;2;2018-01-01;
10.1007/978-3-662-45174-8_7;Armando Castañeda, Yannai A. Gonczarowski, Yoram Moses,;3;15;3;2014-01-01;
10.37236/3267;Yannai A. Gonczarowski, Ehud Friedgut,;2;5;2;2016-12-09;
10.1145/2484239.2484280;Armando Castañeda, Yannai A. Gonczarowski, Yoram Moses,;3;2;1;2013-09-11;
10.1145/3406775;Margaret Bourdeaux, Mary L. Gray, Barbara J. Grosz,;3;1;3;2020-07-09;
10.1609/AIMAG.V40I3.4814;Philip R. Cohen, Barbara J. Grosz, Candace L. Sidner, Liz Sonenberg, Matthew Johnson 0001, Alonso Vera,;6;0;1;2019-01-01;
10.1145/3330794;Barbara J. Grosz, David Gray Grant, Kate Vredenburgh, Jeff Behrends, Lily Hu, Alison Simmons, Jim Waldo,;7;0;1;2023-03-02;
10.1145/3198470;Barbara J. Grosz, Peter Stone,;2;7;2;2018-12-01;
10.1162/COLI_A_00313;Barbara J. Grosz,;1;12;1;2018-03-01;
10.1609/AIMAG.V37I4.2691;Christopher Amato, Ofra Amir, Joanna Bryson, Barbara J. Grosz, Bipin Indurkhya, Emre Kiciman, Takashi Kido, William F. Lawless, Miao Liu 0001, Braden McDorman, Ross Mead, Frans A. Oliehoek, Andrew Specian, Georgi Stojanov, Keiki Takadama,;15;1;14;2016-12-01;
10.1007/978-3-319-46840-2_5;Amulya Yadav, Hau Chan, Albert Xin Jiang, Eric Rice, Ece Kamar, Barbara J. Grosz, Milind Tambe,;7;4;4;2016-01-01;
10.1007/S10458-014-9247-3;Avshalom Elmalech, David Sarne, Barbara J. Grosz,;3;14;2;2015-01-01;
10.1145/2702613.2732705;Sebastian Gehrmann, Lauren Urke, Ofra Amir, Barbara J. Grosz,;4;3;1;2021-04-22;
10.1007/S10458-012-9206-9;David Sarne, Barbara J. Grosz,;2;3;2;2013-05-01;
10.1016/J.ARTINT.2012.11.007;Ece Kamar, Ya akov (Kobi) Gal, Barbara J. Grosz,;3;0;1;2021-01-01;
10.1016/J.ARTINT.2011.09.002;Ya akov Gal, Swapna Reddy, Stuart M. Shieber, Andee Rubin, Barbara J. Grosz,;5;25;2;2012-01-01;
10.1609/AIMAG.V33I4.2441;Barbara J. Grosz,;1;15;1;2012-01-01;
10.1016/J.ARTINT.2010.09.002;Ya akov Gal, Barbara J. Grosz, Sarit Kraus, Avi Pfeffer, Stuart M. Shieber,;5;0;2;2022-01-01;
10.1109/CSE.2009.236;Ece Kamar, Ya akov Gal, Barbara J. Grosz,;3;9;1;2009-12-04;
10.1007/978-3-540-69132-7_21;Ya akov Gal, Elif Yamangil, Stuart M. Shieber, Andee Rubin, Barbara J. Grosz,;5;6;2;2008-01-01;
10.1145/1329125.1329333;Rachel Greenstadt, Barbara J. Grosz, Michael D. Smith 0001,;3;16;1;2007-12-01;
10.1145/1329125.1329342;Philip Hendrix, Barbara J. Grosz,;2;3;1;2007-12-01;
10.1145/1329125.1329176;David Sarne, Barbara J. Grosz,;2;1;1;2019-11-25;
10.1145/1329125.1329183;David Sarne, Barbara J. Grosz,;2;1;1;2007-12-01;
10.1007/978-3-540-74255-5_16;Ya akov Gal, Barbara J. Grosz, Avi Pfeffer, Stuart M. Shieber, Alex Allain,;5;3;3;2007-01-01;
10.1109/IAT.2007.32;Ram Meshulam, Sarit Kraus, Barbara J. Grosz,;3;8;2;2007-01-01;
10.1016/J.COGSYS.2005.11.006;Barbara J. Grosz, Luke Hunsberger,;2;3;2;2022-01-01;
10.1007/978-3-540-71956-4_3;Nathan Schurr, Pradeep Varakantham, Emma Bowring, Milind Tambe, Barbara J. Grosz,;5;2;2;2007-01-01;
10.1109/AAMAS.2004.10097;Barbara J. Grosz, Sarit Kraus, Shavit Talman, Boaz Stossel, Moti Havlin,;5;1;7;2022-12-01;
10.1023/A:1022987709366;Alyssa Glass, Barbara J. Grosz,;2;11;2;2003-05-01;
10.1023/A:1019608411687;Charles L. Ortiz Jr., Barbara J. Grosz,;2;7;2;2002-12-01;
10.1145/545056.545098;Pedro V. Sander, Denis Peleshchuk, Barbara J. Grosz,;3;23;1;2002-01-01;
10.1145/502716.502722;Tamara Babaian, Barbara J. Grosz, Stuart M. Shieber,;3;41;1;2002-01-01;
10.1145/336595.337385;Alyssa Glass, Barbara J. Grosz,;2;41;1;2000-01-01;
10.1109/ICMAS.2000.858424;Barbara J. Grosz,;1;2;1;2000-01-01;
10.1109/ICMAS.2000.858447;Luke Hunsberger, Barbara J. Grosz,;2;2;1;2022-01-01;
10.1109/ICMAS.2000.858466;David G. Sullivan, Barbara J. Grosz, Sarit Kraus,;3;20;3;2000-01-01;
10.1007/3-540-44399-1_2;Barbara J. Grosz,;1;0;1;2000-01-01;
10.1609/AIMAG.V20I4.1476;Barbara J. Grosz, Luke Hunsberger, Sarit Kraus,;3;1;1;2019-01-01;
10.1007/3-540-48414-0_10;David G. Sullivan, Alyssa Glass, Barbara J. Grosz, Sarit Kraus,;4;11;3;1999-01-01;
10.1207/S15516709COG1703_1;Peter C. Gordon, Barbara J. Grosz, Laura A. Gilliom,;3;3;1;2023-04-01;
10.3115/980304.980323;Barbara J. Grosz,;1;0;1;1987-01-07;
10.1145/3544016;Behzad Boroujerdian, Ying Jing, Devashree Tripathy, Amit Kumar, Lavanya Subramanian, Luke Yen, Vincent Lee, Vivek Venkatesan, Amit Jindal, Robert Shearer, Vijay Janapa Reddi,;11;0;6;2023-01-24;
10.1109/MDAT.2022.3161126;Sathwika Bavikadi, Abhijitt Dhavlle, Amlan Ganguly, Anand Haridass, Hagar Hendy, Cory E. Merkel, Vijay Janapa Reddi, Purab Ranjan Sutradhar, Arun Joseph, Sai Manoj Pudukotai Dinakarrao,;10;3;5;2022-06-01;
10.1109/AICAS54282.2022.9870000;Sabrina M. Neuman, Brian Plancher, Bardienus Pieter Duisterhof, Srivatsan Krishnan, Colby R. Banbury, Mark Mazumder, Shvetank Prakash, Jason Jabbour, Aleksandra Faust, Guido C. H. E. de Croon, Vijay Janapa Reddi,;11;0;5;2022-01-01;
10.1109/AICAS54282.2022.9869951;Zishen Wan, Ashwin Sanjay Lele, Bo Yu, Shaoshan Liu, Yu Wang, Vijay Janapa Reddi, Cong Hao, Arijit Raychowdhury,;8;1;4;2022-01-01;
10.1145/3489517.3530445;Yu-Shun Hsiao, Siva Kumar Sastry Hari, Michal Filipiuk, Timothy Tsai 0002, Michael B. Sullivan 0001, Vijay Janapa Reddi, Vasu Singh, Stephen W. Keckler,;8;0;2;2022-07-10;
10.23919/DATE54114.2022.9774508;Tianyu Jia, En-Yu Yang, Yu-Shun Hsiao, Jonathan J. Cruz, David Brooks 0001, Gu-Yeon Wei, Vijay Janapa Reddi,;7;3;2;2022-01-01;
10.23919/DATE54114.2022.9774562;Zishen Wan, Aqeel Anwar, Abdulrahman Mahmoud, Tianyu Jia, Yu-Shun Hsiao, Vijay Janapa Reddi, Arijit Raychowdhury,;7;2;3;2022-01-01;
10.1109/ICRA46639.2022.9812384;Brian Plancher, Sabrina M. Neuman, Radhika Ghosal, Scott Kuindersma, Vijay Janapa Reddi,;5;1;2;2022-01-01;
10.1109/IROS47612.2022.9982082;Víctor Mayoral Vilches, Sabrina M. Neuman, Brian Plancher, Vijay Janapa Reddi,;4;1;5;2022-01-01;
10.1109/ISPASS55109.2022.00023;Srivatsan Krishnan, Zishen Wan, Kshitij Bhardwaj, Ninad Jadhav, Aleksandra Faust, Vijay Janapa Reddi,;6;1;3;2022-01-01;
10.1109/MICRO56248.2022.00033;Srivatsan Krishnan, Zishen Wan, Kshitij Bhardwaj, Paul N. Whatmough, Aleksandra Faust, Sabrina M. Neuman, Gu-Yeon Wei, David Brooks 0001, Vijay Janapa Reddi,;9;0;5;2022-01-01;
10.1145/3478432.3499093;Brian Plancher, Vijay Janapa Reddi,;2;0;1;2022-03-03;
10.1145/3460970;Mark D. Hill, Vijay Janapa Reddi,;2;7;2;2021-12-01;
10.1109/MM.2021.3066343;Vijay Janapa Reddi, Christine Cheng, David Kanter, Peter Mattson, Guenther Schmuelling, Carole-Jean Wu,;6;2;6;2021-05-01;
10.1007/S10994-021-06006-6;Srivatsan Krishnan, Behzad Boroujerdian, William Fu, Aleksandra Faust, Vijay Janapa Reddi,;5;13;3;2021-09-01;
10.1109/LRA.2021.3057845;Brian Plancher, Sabrina M. Neuman, Thomas Bourgeat, Scott Kuindersma, Srinivas Devadas, Vijay Janapa Reddi,;6;10;3;2021-04-01;
10.1145/3468145;An Zou, Huifeng Zhu, Jingwen Leng, Xin He, Vijay Janapa Reddi, Christopher D. Gill, Xuan Zhang 0001,;7;0;4;2021-12-01;
10.1109/TCAD.2020.2992684;Jingwen Leng, Alper Buyuktosunoglu, Ramon Bertran, Pradip Bose, Yazhou Zu, Vijay Janapa Reddi,;6;0;4;2021-06-01;
10.1109/TCAD.2021.3058491;Jingwen Leng, Alper Buyuktosunoglu, Ramon Bertran, Pradip Bose, Yazhou Zu, Vijay Janapa Reddi,;6;0;4;2021-06-01;
10.1145/3511210;Behzad Boroujerdian, Hasan Genc, Srivatsan Krishnan, Bardienus Pieter Duisterhof, Brian Plancher, Kayvan Mansoorshahi, Marcelino Almeida, Wenzhi Cui, Aleksandra Faust, Vijay Janapa Reddi,;10;0;3;2021-11-01;
10.1109/PACT52795.2021.00017;Maximilian Lam, Zachary Yedidia, Colby R. Banbury, Vijay Janapa Reddi,;4;0;1;2021-01-01;
10.1145/3445814.3446746;Sabrina M. Neuman, Brian Plancher, Thomas Bourgeat, Thierry Tambe, Srinivas Devadas, Vijay Janapa Reddi,;6;6;2;2021-04-19;
10.1109/DAC18074.2021.9586232;Muhammad Shafique 0001, Theocharis Theocharides, Vijay Janapa Reddi, Boris Murmann,;4;18;4;2021-12-05;
10.1109/DAC18074.2021.9586280;Behzad Boroujerdian, Radhika Ghosal, Jonathan J. Cruz, Brian Plancher, Vijay Janapa Reddi,;5;3;2;2021-12-05;
10.1109/DAC18074.2021.9586116;Zishen Wan, Aqeel Anwar, Yu-Shun Hsiao, Tianyu Jia, Vijay Janapa Reddi, Arijit Raychowdhury,;6;6;2;2021-12-05;
10.1109/ICRA48506.2021.9561590;Bardienus Pieter Duisterhof, Srivatsan Krishnan, Jonathan J. Cruz, Colby R. Banbury, William Fu, Aleksandra Faust, Guido C. H. E. de Croon, Vijay Janapa Reddi,;8;1;2;2022-05-17;
10.21437/INTERSPEECH.2021-1966;Mark Mazumder, Colby R. Banbury, Josh Meyer, Pete Warden, Vijay Janapa Reddi,;5;4;3;2021-01-01;
10.1109/IROS51168.2021.9636217;Bardienus Pieter Duisterhof, Shushuai Li, Javier Burgués, Vijay Janapa Reddi, Guido C. H. E. de Croon,;5;0;3;2023-06-01;
10.1109/ISPASS51385.2021.00027;Michael Buch, Zahra Azad, Ajay Joshi, Vijay Janapa Reddi,;4;2;2;2021-03-01;
10.1109/LCA.2020.2981022;Srivatsan Krishnan, Zishen Wan, Kshitij Bhardwaj, Paul N. Whatmough, Aleksandra Faust, Gu-Yeon Wei, David Brooks 0001, Vijay Janapa Reddi,;8;19;3;2020-01-01;
10.1109/MM.2020.2974843;Peter Mattson, Hanlin Tang, Gu-Yeon Wei, Carole-Jean Wu, Vijay Janapa Reddi, Christine Cheng, Cody Coleman, Greg Diamos, David Kanter, Paulius Micikevicius, David A. Patterson, Guenther Schmuelling,;12;57;5;2020-03-01;
10.1109/TCAD.2020.2969607;An Zou, Jingwen Leng, Xin He, Yazhou Zu, Christopher D. Gill, Vijay Janapa Reddi, Xuan Zhang 0001,;7;7;4;2020-12-01;
10.1109/DAC18072.2020.9218516;Thierry Tambe, En-Yu Yang, Zishen Wan, Yuntian Deng, Vijay Janapa Reddi, Alexander M. Rush, David Brooks 0001, Gu-Yeon Wei,;8;18;2;2020-07-01;
10.1109/HPCA47549.2020.00014;Jingwen Leng, Alper Buyuktosunoglu, Ramon Bertran, Pradip Bose, Quan Chen 0002, Minyi Guo, Vijay Janapa Reddi,;7;13;4;2020-02-01;
10.1109/HPCA47549.2020.00049;Daniel Richins, Dharmisha Doshi, Matthew Blackmore, Aswathy Thulaseedharan Nair, Neha Pathapati, Ankit Patel, Brainard Daguman, Daniel Dobrijalowski, Ramesh Illikkal, Kevin Long, David Zimmerman, Vijay Janapa Reddi,;12;9;3;2020-02-01;
10.1109/ISCA45697.2020.00045;Vijay Janapa Reddi, Christine Cheng, David Kanter, Peter Mattson, Guenther Schmuelling, Carole-Jean Wu, Brian Anderson, Maximilien Breughe, Mark Charlebois, William Chou, Ramesh Chukka, Cody Coleman, Sam Davis, Pan Deng, Greg Diamos, Jared Duke, Dave Fick, J. Scott Gardner, Itay Hubara, Sachin Idgunji, Thomas B. Jablin, Jeff Jiao, Tom St. John, Pankaj Kanwar, David Lee, Jeffery Liao, Anton Lokhmotov, Francisco Massa, Peng Meng, Paulius Micikevicius, Colin Osborne, Gennady Pekhimenko, Arun Tejusve Raghunath Rajan, Dilip Sequeira, Ashish Sirasao, Fei Sun, Hanlin Tang, Michael Thomson, Frank Wei, Ephrem Wu, Lingjie Xu, Koichi Yamada, Bing Yu, George Yuan, Aaron Zhong, Peizhao Zhang, Yuchen Zhou,;47;0;4;2023-02-17;
10.1109/LCA.2019.2917898;Jingwen Leng, Alper Buyuktosunoglu, Ramon Bertran, Pradip Bose, Vijay Janapa Reddi,;5;2;3;2019-01-01;
10.1145/3440689;Daniel Richins, Dharmisha Doshi, Matthew Blackmore, Aswathy Thulaseedharan Nair, Neha Pathapati, Ankit Patel, Brainard Daguman, Daniel Dobrijalowski, Ramesh Illikkal, Kevin Long, David Zimmerman, Vijay Janapa Reddi,;12;1;3;2021-06-01;
10.1109/HPCA.2019.00047;Mark D. Hill, Vijay Janapa Reddi,;2;29;2;2019-03-26;
10.1109/HPCA.2019.00031;Yazhou Zu, Daniel Richins, Charles Lefurgy, Vijay Janapa Reddi,;4;2;2;2019-03-26;
10.1109/IOLTS.2019.8854386;Dimitris Gizopoulos, George Papadimitriou 0001, Athanasios Chatzidimitriou, Vijay Janapa Reddi, Behzad Salami 0001, Osman S. Unsal, Adrián Cristal Kestelman, Jingwen Leng,;8;12;4;2019-07-01;
10.1109/ISPASS.2019.00012;Matthew Halpern, Behzad Boroujerdian, Todd W. Mummert, Evelyn Duesterwald, Vijay Janapa Reddi,;5;6;3;2019-04-22;
10.1145/3313808.3313823;Wenzhi Cui, Daniel Richins, Yuhao Zhu 0001, Vijay Janapa Reddi,;4;3;4;2019-04-14;
10.1109/IROS47612.2022.9981915;Alexander Koenig, Zixi Liu, Lucas Janson, Robert Howe,;4;0;3;2022-01-01;
10.1371/JOURNAL.PCBI.1008913;Siyuan Ma, Boyu Ren, Himel Mallick, Yo Sup Moon, Emma H. Schwager, Sagun Maharjan, Timothy L. Tickle, Yiren Lu, Rachel N. Carmody, Eric A. Franzosa, Lucas Janson, Curtis Huttenhower,;12;0;1;2022-12-01;
10.1109/ICRA40945.2020.9197522;Amine Elhafsi, Boris Ivanovic, Lucas Janson, Marco Pavone 0001,;4;14;1;2020-05-01;
10.1109/ICRA40945.2020.9196553;Kiril Solovey, Lucas Janson, Edward Schmerling, Emilio Frazzoli, Marco Pavone 0001,;5;15;3;2020-05-01;
10.1177/0278364917714338;Lucas Janson, Brian Ichter, Marco Pavone 0001,;3;16;3;2020-08-01;
10.15607/RSS.2018.XIV.061;Lucas Janson, Tommy Hu, Marco Pavone 0001,;3;4;1;2021-02-01;
10.1177/0278364915577958;Lucas Janson, Edward Schmerling, Ashley A. Clark, Marco Pavone 0001,;4;16;3;2020-08-01;
10.1109/CDC.2015.7402604;Edward Schmerling, Lucas Janson, Marco Pavone 0001,;3;16;3;2020-08-01;
10.1109/ICRA.2015.7139514;Edward Schmerling, Lucas Janson, Marco Pavone 0001,;3;16;3;2020-08-01;
10.1109/IROS.2015.7353652;Joseph A. Starek, Javier V. Gómez, Edward Schmerling, Lucas Janson, Luis Moreno 0001, Marco Pavone 0001,;6;33;2;2015-12-11;
10.1007/978-3-319-60916-4_29;Lucas Janson, Brian Ichter, Marco Pavone 0001,;3;2;2;2018-01-01;
10.1007/978-3-319-60916-4_20;Lucas Janson, Edward Schmerling, Marco Pavone 0001,;3;0;2;2022-01-01;
10.1007/978-3-319-28872-7_38;Lucas Janson, Marco Pavone 0001,;2;8;1;2016-01-01;
10.1109/TSP.2022.3153135;Krishna Pillutla, Sham M. Kakade, Zaïd Harchaoui,;3;21;2;2022-01-01;
10.1145/3418526;Chi Jin 0001, Praneeth Netrapalli, Rong Ge 0001, Sham M. Kakade, Michael I. Jordan,;5;0;2;2022-12-20;
10.1007/S10208-018-09409-5;Damek Davis, Dmitriy Drusvyatskiy, Sham M. Kakade, Jason D. Lee,;4;59;3;2020-02-01;
10.1038/S42256-022-00464-W;Pantelis R. Vlachas, Georgios Arampatzis, Caroline Uhler, Petros Koumoutsakos,;4;17;3;2022-04-01;
10.1038/S42256-020-00272-0;Guido Novati, Hugues Lascombes de Laroussilhe, Petros Koumoutsakos,;3;0;3;2021-01-01;
10.1038/S42256-021-00293-3;Guido Novati, Hugues Lascombes de Laroussilhe, Petros Koumoutsakos,;3;0;3;2021-01-01;
10.1038/S42256-021-00295-1;Guido Novati, Hugues Lascombes de Laroussilhe, Petros Koumoutsakos,;3;0;3;2021-01-01;
10.1016/J.CPC.2020.107298;Dmitry Alexeev, Lucas Amoudruz, Sergey Litvinov, Petros Koumoutsakos,;4;5;1;2020-09-01;
10.1016/J.NEUNET.2020.02.016;Pantelis R. Vlachas, Jaideep Pathak, Brian R. Hunt, Themistoklis P. Sapsis, Michelle Girvan, Edward Ott, Petros Koumoutsakos,;7;145;3;2020-06-01;
10.1145/3394277.3401856;Petr Karnakov, Fabian Wermelinger, Sergey Litvinov, Petros Koumoutsakos,;4;5;1;2020-06-29;
10.1145/3394277.3401849;Daniel Wälchli, Sergio M. Martin, Athena Economides, Lucas Amoudruz, Georgios Arampatzis, Xin Bian, Petros Koumoutsakos,;7;4;3;2020-06-29;
10.1016/J.JOCS.2019.02.005;Wonmin Byeon, Manuel Domínguez-Rodrigo, Georgios Arampatzis, Enrique Baquedano, José Yravedra, Miguel Ángel Maté-González, Petros Koumoutsakos,;7;25;7;2019-03-01;
10.1109/TMI.2019.2902044;Jana Lipková, Panagiotis Angelikopoulos, Stephen Wu 0001, Esther Alberts, Benedikt Wiestler, Christian Diehl, Christine Preibisch, Thomas Pyka, Stephanie Combs, Panagiotis E. Hadjidoukas, Koen Van Leemput, Petros Koumoutsakos, John S. Lowengrub, Bjoern H. Menze,;14;57;14;2019-08-01;
10.1145/3324989.3325725;Georgios Arampatzis, Daniel Wälchli, Pascal Weber 0002, Henri Rästas, Petros Koumoutsakos,;5;0;1;2019-06-12;
10.1145/3324989.3325727;Petr Karnakov, Fabian Wermelinger, Michail Chatzimanolakis, Sergey Litvinov, Petros Koumoutsakos,;5;4;1;2019-06-12;
10.1016/J.JOCS.2018.04.014;Sergey V. Kovalchuk, Valeria V. Krzhizhanovskaya, Petros Koumoutsakos, Eleni N. Chatzi, Michael Harold Lees, Jack J. Dongarra, Peter M. A. Sloot,;7;2;5;2018-05-01;
10.1016/J.JOCS.2018.01.008;Fabian Wermelinger, Ursula Rasthofer, Panagiotis E. Hadjidoukas, Petros Koumoutsakos,;4;11;1;2018-05-01;
10.1137/16M1107401;Georgios Arampatzis, Daniel Wälchli, Panagiotis Angelikopoulos, Stephen Wu 0001, Panagiotis E. Hadjidoukas, Petros Koumoutsakos,;6;0;2;2023-01-01;
10.1137/17M1129684;Jonas Sukys, Ursula Rasthofer, Fabian Wermelinger, Panagiotis E. Hadjidoukas, Petros Koumoutsakos,;5;11;1;2020-01-01;
10.1007/978-3-030-01270-0_46;Wonmin Byeon, Qin Wang 0013, Rupesh Kumar Srivastava, Petros Koumoutsakos,;4;14;4;2018-01-01;
10.1109/CEC.2017.7969422;Siddhartha Verma, Panagiotis E. Hadjidoukas, Philipp Wirth, Petros Koumoutsakos,;4;6;3;2017-07-05;
10.1016/J.PROCS.2017.05.275;Derek Groen, Bartosz Bosak, Valeria V. Krzhizhanovskaya, Alfons G. Hoekstra, Petros Koumoutsakos,;5;0;5;2017-01-01;
10.1016/J.PROCS.2017.05.281;Petros Koumoutsakos, Eleni N. Chatzi, Valeria V. Krzhizhanovskaya, Michael Lees, Jack J. Dongarra, Peter M. A. Sloot,;6;2;5;2017-01-01;
10.1016/J.PROCS.2017.05.158;Ursula Rasthofer, Fabian Wermelinger, P. Hadijdoukas, Petros Koumoutsakos,;4;20;1;2017-01-01;
10.1016/J.PROCS.2017.05.166;Siddhartha Verma, Guido Novati, Flavio Noca, Petros Koumoutsakos,;4;1;4;2017-01-01;
10.1145/3093172.3093226;Athena Economides, Lucas Amoudruz, Sergey Litvinov, Dmitry Alexeev, Sara Nizzero, Panagiotis E. Hadjidoukas, Diego Rossinelli, Petros Koumoutsakos,;8;0;3;2017-06-26;
10.1145/3093172.3093232;Siddhartha Verma, Panagiotis E. Hadjidoukas, Philipp Wirth, Diego Rossinelli, Petros Koumoutsakos,;5;1;1;2021-11-01;
10.1016/J.JCP.2014.12.006;Panagiotis E. Hadjidoukas, Panagiotis Angelikopoulos, Costas Papadimitriou, Petros Koumoutsakos,;4;83;2;2015-03-01;
10.1016/J.JCP.2014.09.029;Mads Mølholm Hejlesen, Petros Koumoutsakos, Anthony Leonard, Jens Honoré Walther,;4;21;3;2015-01-01;
10.1016/J.JCP.2015.01.035;Diego Rossinelli, Babak Hejazialhosseini, Wim M. van Rees, Mattia Gazzola, Michael Bergdorf, Petros Koumoutsakos,;6;42;3;2015-05-01;
10.1016/J.JCP.2014.11.033;Gerardo Tauriello, Petros Koumoutsakos,;2;1;1;2015-02-05;
10.1007/978-3-662-48096-0_41;Panagiotis E. Hadjidoukas, Panagiotis Angelikopoulos, Lina Kulakova, Costas Papadimitriou, Petros Koumoutsakos,;5;8;2;2015-01-01;
10.3233/978-1-61499-621-7-767;Panagiotis E. Hadjidoukas, Diego Rossinelli, Fabian Wermelinger, Jonas Sukys, Ursula Rasthofer, Christian Conti, Babak Hejazialhosseini, Petros Koumoutsakos,;8;5;1;2016-01-01;
10.1145/2807591.2807677;Diego Rossinelli, Yu-Hang Tang, Kirill Lykov, Dmitry Alexeev, Massimo Bernaschi, Panagiotis E. Hadjidoukas, Mauro Bisson, Wayne Joubert, Christian Conti, George E. Karniadakis, Massimiliano Fatica, Igor Pivkin, Petros Koumoutsakos,;13;25;6;2015-11-15;
10.1137/130943078;Mattia Gazzola, Babak Hejazialhosseini, Petros Koumoutsakos,;3;0;4;2023-03-10;
10.1016/J.JCP.2012.11.030;Petros Koumoutsakos, Justin Feigelman,;2;3;1;2013-07-01;
10.1137/130906441;Gerardo Tauriello, Petros Koumoutsakos,;2;0;3;2023-01-01;
10.3233/978-1-61499-381-0-481;Wim M. van Rees, Diego Rossinelli, Panagiotis E. Hadjidoukas, Petros Koumoutsakos,;4;2;1;2014-01-01;
10.1145/2503210.2504565;Diego Rossinelli, Babak Hejazialhosseini, Panagiotis E. Hadjidoukas, Costas Bekas, Alessandro Curioni, Adam Bertsch, Scott Futral, Steffen J. Schmidt, Nikolaus A. Adams, Petros Koumoutsakos,;10;56;4;2013-01-01;
10.1016/J.JCP.2011.10.032;Christian Conti, Diego Rossinelli, Petros Koumoutsakos,;3;31;1;2012-03-01;
10.1016/J.JCP.2011.12.015;Jens H. Walther, Matej Praprotnik, Evangelos M. Kotsalis, Petros Koumoutsakos,;4;36;3;2012-04-01;
10.1109/SC.2012.66;Babak Hejazialhosseini, Diego Rossinelli, Christian Conti, Petros Koumoutsakos,;4;8;1;2012-12-01;
10.1007/978-3-642-38718-0_22;Babak Hejazialhosseini, Christian Conti, Diego Rossinelli, Petros Koumoutsakos,;4;0;1;2013-09-05;
10.1002/CPE.1639;Diego Rossinelli, Babak Hejazialhosseini, Michael Bergdorf, Petros Koumoutsakos,;4;8;1;2011-01-01;
10.1016/J.JCP.2010.08.035;Basil Bayati, Philippe Chatelain, Petros Koumoutsakos,;3;22;1;2011-01-01;
10.1016/J.JCP.2011.04.025;Mattia Gazzola, Philippe Chatelain, Wim M. van Rees, Petros Koumoutsakos,;4;129;2;2011-01-01;
10.1016/J.JCP.2010.11.031;Wim M. van Rees, Anthony Leonard, D. I. Pullin, Petros Koumoutsakos,;4;174;2;2011-04-20;
10.1137/100795930;Diego Rossinelli, Babak Hejazialhosseini, Daniele G. Spampinato, Petros Koumoutsakos,;4;0;4;2022-07-01;
10.1016/J.CAMWA.2009.08.054;Evangelos M. Kotsalis, Itsuo Hanasaki, Jens H. Walther, Petros Koumoutsakos,;4;5;2;2010-04-01;
10.1016/J.JCP.2009.12.035;Philippe Chatelain, Petros Koumoutsakos,;2;46;1;2010-04-01;
10.1016/J.JCP.2010.07.021;Babak Hejazialhosseini, Diego Rossinelli, Michael Bergdorf, Petros Koumoutsakos,;4;47;1;2010-01-01;
10.1016/J.JCP.2010.01.004;Diego Rossinelli, Michael Bergdorf, Georges-Henri Cottet, Petros Koumoutsakos,;4;73;2;2010-01-01;
10.1007/978-3-642-19328-6_21;Philippe Chatelain, Mattia Gazzola, Stefan Kern, Petros Koumoutsakos,;4;4;3;2011-03-18;
10.1186/1471-2105-10-75;Tobias Gebäck, Petros Koumoutsakos,;2;0;2;2023-01-01;
10.1016/J.CPC.2008.10.020;Pedro Gonnet, Jens H. Walther, Petros Koumoutsakos,;3;13;2;2009-03-01;
10.1016/J.JCP.2009.05.004;Basil Bayati, Philippe Chatelain, Petros Koumoutsakos,;3;16;1;2009-09-01;
10.1371/JOURNAL.PCBI.1000623;Mattia Gazzola, Christoph J. Burckhardt, Basil Bayati, Martin Engelke, Urs F. Greber, Petros Koumoutsakos,;6;48;2;2009-01-01;
10.1109/TEVC.2008.924423;Nikolaus Hansen, André S. P. Niederberger, Lino Guzzella, Petros Koumoutsakos,;4;0;3;2022-11-07;
10.1007/978-3-642-03869-3_68;Diego Rossinelli, Michael Bergdorf, Babak Hejazialhosseini, Petros Koumoutsakos,;4;4;1;2009-11-16;
10.1016/J.JCP.2008.01.009;Alexandre Dupuis, Philippe Chatelain, Petros Koumoutsakos,;3;131;1;2008-04-20;
10.1016/J.JCP.2008.06.017;Simone Elke Hieber, Petros Koumoutsakos,;2;51;1;2008-10-01;
10.1016/J.JCP.2008.05.016;Simone Elke Hieber, Petros Koumoutsakos,;2;26;1;2008-11-10;
10.1016/J.JCP.2008.06.025;Petros Koumoutsakos,;1;0;1;2008-11-10;
10.1007/S00371-008-0250-Z;Diego Rossinelli, Petros Koumoutsakos,;2;22;1;2008-07-01;
10.1007/978-3-540-69387-1_26;Evangelos M. Kotsalis, Petros Koumoutsakos,;2;1;1;2008-07-28;
10.1007/978-3-540-69387-1_19;Florian Milde, Michael Bergdorf, Petros Koumoutsakos,;3;2;1;2008-07-28;
10.1145/1401132.1401166;Petros Koumoutsakos, Georges-Henri Cottet, Diego Rossinelli,;3;1;2;2021-01-01;
10.1007/978-3-540-92859-1_42;Philippe Chatelain, Alessandro Curioni, Michael Bergdorf, Diego Rossinelli, Wanda Andreoni, Petros Koumoutsakos,;6;1;2;2008-12-01;
